User,Date,bathroom_count
85,2024-01-22,2
85,2024-01-23,0
85,2024-01-24,0
85,2024-01-25,2
85,2024-01-26,2
85,2024-01-27,5
85,2024-01-28,2
85,2024-01-29,2
85,2024-01-30,0
86,2024-01-01,0
86,2024-01-02,4
86,2024-01-03,2
86,2024-01-04,0
86,2024-01-05,0
86,2024-01-06,4
86,2024-01-07,0
86,2024-01-08,0
86,2024-01-09,2
86,2024-01-10,2
86,2024-01-11,0
86,2024-01-12,0
86,2024-01-13,0
86,2024-01-14,0
86,2024-01-15,3
86,2024-01-16,2
86,2024-01-17,4
86,2024-01-18,0
86,2024-01-19,0
86,2024-01-20,2
86,2024-01-21,0
86,2024-01-22,0
86,2024-01-23,0
86,2024-01-24,0
86,2024-01-25,4
86,2024-01-26,4
86,2024-01-27,2
86,2024-01-28,0
86,2024-01-29,0
86,2024-01-30,0
87,2024-01-01,6
87,2024-01-02,0
87,2024-01-03,2
87,2024-01-04,0
87,2024-01-05,2
87,2024-01-06,2
87,2024-01-07,2
87,2024-01-08,2
87,2024-01-09,0
87,2024-01-10,0
87,2024-01-11,2
87,2024-01-12,2
87,2024-01-13,1
87,2024-01-14,2
87,2024-01-15,2
87,2024-01-16,0
87,2024-01-17,3
87,2024-01-18,8
87,2024-01-19,4
87,2024-01-20,2
87,2024-01-21,0
87,2024-01-22,0
87,2024-01-23,0
87,2024-01-24,2
87,2024-01-25,0
87,2024-01-26,4
87,2024-01-27,2
87,2024-01-28,4
87,2024-01-29,0
87,2024-01-30,0
88,2024-01-01,0
88,2024-01-02,2
88,2024-01-03,2
88,2024-01-04,0
88,2024-01-05,0
88,2024-01-06,2
88,2024-01-07,0
88,2024-01-08,0
88,2024-01-09,2
88,2024-01-10,4
88,2024-01-11,2
88,2024-01-12,0
88,2024-01-13,1
88,2024-01-14,2
88,2024-01-15,4
88,2024-01-16,0
88,2024-01-17,0
88,2024-01-18,2
88,2024-01-19,4
88,2024-01-20,0
88,2024-01-21,2
88,2024-01-22,2
88,2024-01-23,2
88,2024-01-24,4
88,2024-01-25,1
88,2024-01-26,0
88,2024-01-27,0
88,2024-01-28,1
88,2024-01-29,2
88,2024-01-30,0
89,2024-01-01,0
89,2024-01-02,0
89,2024-01-03,0
89,2024-01-04,0
89,2024-01-05,3
89,2024-01-06,0
89,2024-01-07,0
89,2024-01-08,3
89,2024-01-09,2
89,2024-01-10,0
89,2024-01-11,0
89,2024-01-12,0
89,2024-01-13,2
89,2024-01-14,2
89,2024-01-15,4
89,2024-01-16,0
89,2024-01-17,0
89,2024-01-18,2
89,2024-01-19,2
89,2024-01-20,0
89,2024-01-21,2
89,2024-01-22,0
89,2024-01-23,4
89,2024-01-24,2
89,2024-01-25,2
89,2024-01-26,4
89,2024-01-27,2
89,2024-01-28,0
89,2024-01-29,0
89,2024-01-30,0
90,2024-01-01,6
90,2024-01-02,3
90,2024-01-03,0
90,2024-01-04,0
90,2024-01-05,0
90,2024-01-06,3
90,2024-01-07,2
90,2024-01-08,0
90,2024-01-09,2
90,2024-01-10,4
90,2024-01-11,0
90,2024-01-12,4
90,2024-01-13,2
90,2024-01-14,2
90,2024-01-15,0
90,2024-01-16,0
90,2024-01-17,4
90,2024-01-18,0
90,2024-01-19,2
90,2024-01-20,2
90,2024-01-21,4
90,2024-01-22,2
90,2024-01-23,2
90,2024-01-24,2
90,2024-01-25,2
90,2024-01-26,0
90,2024-01-27,4
90,2024-01-28,0
90,2024-01-29,2
90,2024-01-30,0
91,2024-01-01,4
91,2024-01-02,0
91,2024-01-03,2
91,2024-01-04,4
91,2024-01-05,0
91,2024-01-06,0
91,2024-01-07,0
91,2024-01-08,0
91,2024-01-09,0
91,2024-01-10,0
91,2024-01-11,0
91,2024-01-12,4
91,2024-01-13,2
91,2024-01-14,2
91,2024-01-15,0
91,2024-01-16,0
91,2024-01-17,4
91,2024-01-18,2
91,2024-01-19,0
91,2024-01-20,6
91,2024-01-21,0
91,2024-01-22,0
91,2024-01-23,0
91,2024-01-24,2
91,2024-01-25,2
91,2024-01-26,0
91,2024-01-27,0
91,2024-01-28,2
91,2024-01-29,0
91,2024-01-30,2
92,2024-01-01,2
92,2024-01-02,2
92,2024-01-03,2
92,2024-01-04,0
92,2024-01-05,2
92,2024-01-06,2
92,2024-01-07,0
92,2024-01-08,0
92,2024-01-09,0
92,2024-01-10,2
92,2024-01-11,0
92,2024-01-12,0
92,2024-01-13,2
92,2024-01-14,2
92,2024-01-15,2
92,2024-01-16,5
92,2024-01-17,0
92,2024-01-18,3
92,2024-01-19,0
92,2024-01-20,0
92,2024-01-21,4
92,2024-01-22,2
92,2024-01-23,0
92,2024-01-24,0
92,2024-01-25,6
92,2024-01-26,0
92,2024-01-27,4
92,2024-01-28,0
92,2024-01-29,0
92,2024-01-30,0
93,2024-01-01,0
93,2024-01-02,2
93,2024-01-03,0
93,2024-01-04,4
93,2024-01-05,4
93,2024-01-06,6
93,2024-01-07,2
93,2024-01-08,0
93,2024-01-09,2
93,2024-01-10,2
93,2024-01-11,0
93,2024-01-12,0
93,2024-01-13,4
93,2024-01-14,6
93,2024-01-15,0
93,2024-01-16,0
93,2024-01-17,0
93,2024-01-18,2
93,2024-01-19,4
93,2024-01-20,5
93,2024-01-21,0
93,2024-01-22,2
93,2024-01-23,2
93,2024-01-24,0
93,2024-01-25,2
93,2024-01-26,0
93,2024-01-27,0
93,2024-01-28,3
93,2024-01-29,0
93,2024-01-30,0
94,2024-01-01,2
94,2024-01-02,2
94,2024-01-03,0
94,2024-01-04,2
94,2024-01-05,2
94,2024-01-06,6
94,2024-01-07,0
94,2024-01-08,0
94,2024-01-09,2
94,2024-01-10,0
94,2024-01-11,4
94,2024-01-12,4
94,2024-01-13,0
94,2024-01-14,0
94,2024-01-15,2
94,2024-01-16,2
94,2024-01-17,0
94,2024-01-18,3
94,2024-01-19,4
94,2024-01-20,2
94,2024-01-21,2
94,2024-01-22,2
94,2024-01-23,2
94,2024-01-24,2
94,2024-01-25,0
94,2024-01-26,2
94,2024-01-27,0
94,2024-01-28,0
94,2024-01-29,0
94,2024-01-30,0
95,2024-01-01,0
95,2024-01-02,0
95,2024-01-03,2
95,2024-01-04,3
95,2024-01-05,2
95,2024-01-06,2
95,2024-01-07,2
95,2024-01-08,2
95,2024-01-09,1
95,2024-01-10,2
95,2024-01-11,5
95,2024-01-12,2
95,2024-01-13,0
95,2024-01-14,4
95,2024-01-15,2
95,2024-01-16,2
95,2024-01-17,0
95,2024-01-18,2
95,2024-01-19,0
95,2024-01-20,0
95,2024-01-21,0
95,2024-01-22,0
95,2024-01-23,0
95,2024-01-24,4
95,2024-01-25,0
95,2024-01-26,0
95,2024-01-27,2
95,2024-01-28,0
95,2024-01-29,0
95,2024-01-30,0
96,2024-01-01,2
96,2024-01-02,2
96,2024-01-03,0
96,2024-01-04,2
96,2024-01-05,0
96,2024-01-06,0
96,2024-01-07,2
96,2024-01-08,0
96,2024-01-09,0
96,2024-01-10,0
96,2024-01-11,4
96,2024-01-12,0
96,2024-01-13,4
96,2024-01-14,1
96,2024-01-15,2
96,2024-01-16,0
96,2024-01-17,4
96,2024-01-18,2
96,2024-01-19,2
96,2024-01-20,4
96,2024-01-21,4
96,2024-01-22,4
96,2024-01-23,4
96,2024-01-24,0
96,2024-01-25,0
96,2024-01-26,2
96,2024-01-27,2
96,2024-01-28,4
96,2024-01-29,0
96,2024-01-30,0
97,2024-01-01,4
97,2024-01-02,0
97,2024-01-03,0
97,2024-01-04,0
97,2024-01-05,4
97,2024-01-06,4
97,2024-01-07,2
97,2024-01-08,2
97,2024-01-09,6
97,2024-01-10,2
97,2024-01-11,0
97,2024-01-12,2
97,2024-01-13,3
97,2024-01-14,4
97,2024-01-15,4
97,2024-01-16,0
97,2024-01-17,2
97,2024-01-18,0
97,2024-01-19,4
97,2024-01-20,2
97,2024-01-21,0
97,2024-01-22,0
97,2024-01-23,0
97,2024-01-24,2
97,2024-01-25,0
97,2024-01-26,2
97,2024-01-27,2
97,2024-01-28,0
97,2024-01-29,2
97,2024-01-30,2
98,2024-01-01,2
98,2024-01-02,0
98,2024-01-03,2
98,2024-01-04,2
98,2024-01-05,2
98,2024-01-06,3
98,2024-01-07,0
98,2024-01-08,0
98,2024-01-09,2
98,2024-01-10,0
98,2024-01-11,2
98,2024-01-12,0
98,2024-01-13,2
98,2024-01-14,2
98,2024-01-15,2
98,2024-01-16,4
98,2024-01-17,0
98,2024-01-18,0
98,2024-01-19,2
98,2024-01-20,2
98,2024-01-21,0
98,2024-01-22,0
98,2024-01-23,2
98,2024-01-24,0
98,2024-01-25,2
98,2024-01-26,0
98,2024-01-27,0
98,2024-01-28,4
98,2024-01-29,4
98,2024-01-30,0
99,2024-01-01,2
99,2024-01-02,2
99,2024-01-03,2
99,2024-01-04,2
99,2024-01-05,2
99,2024-01-06,0
99,2024-01-07,0
99,2024-01-08,0
99,2024-01-09,4
99,2024-01-10,0
99,2024-01-11,2
99,2024-01-12,0
99,2024-01-13,3
99,2024-01-14,0
99,2024-01-15,0
99,2024-01-16,0
99,2024-01-17,0
99,2024-01-18,2
99,2024-01-19,2
99,2024-01-20,2
99,2024-01-21,1
99,2024-01-22,0
99,2024-01-23,0
99,2024-01-24,6
99,2024-01-25,0
99,2024-01-26,0
99,2024-01-27,2
99,2024-01-28,0
99,2024-01-29,2
99,2024-01-30,0
100,2024-01-01,4
100,2024-01-02,0
100,2024-01-03,2
100,2024-01-04,0
100,2024-01-05,2
100,2024-01-06,0
100,2024-01-07,2
100,2024-01-08,0
100,2024-01-09,2
100,2024-01-10,0
100,2024-01-11,1
100,2024-01-12,0
100,2024-01-13,0
100,2024-01-14,2
100,2024-01-15,0
100,2024-01-16,4
100,2024-01-17,0
100,2024-01-18,2
100,2024-01-19,0
100,2024-01-20,0
100,2024-01-21,4
100,2024-01-22,4
100,2024-01-23,0
100,2024-01-24,4
100,2024-01-25,0
100,2024-01-26,0
100,2024-01-27,0
100,2024-01-28,2
100,2024-01-29,2
100,2024-01-30,0
101,2024-01-01,0
101,2024-01-02,3
101,2024-01-03,2
101,2024-01-04,6
101,2024-01-05,0
101,2024-01-06,2
101,2024-01-07,0
101,2024-01-08,0
101,2024-01-09,0
101,2024-01-10,0
101,2024-01-11,3
101,2024-01-12,1
101,2024-01-13,0
101,2024-01-14,2
101,2024-01-15,0
101,2024-01-16,0
101,2024-01-17,2
101,2024-01-18,2
101,2024-01-19,0
101,2024-01-20,0
101,2024-01-21,2
101,2024-01-22,0
101,2024-01-23,0
101,2024-01-24,6
101,2024-01-25,0
101,2024-01-26,0
101,2024-01-27,0
101,2024-01-28,0
101,2024-01-29,0
101,2024-01-30,2
102,2024-01-01,4
102,2024-01-02,0
102,2024-01-03,3
102,2024-01-04,2
102,2024-01-05,2
102,2024-01-06,2
102,2024-01-07,0
102,2024-01-08,2
102,2024-01-09,0
102,2024-01-10,3
102,2024-01-11,2
102,2024-01-12,0
102,2024-01-13,0
102,2024-01-14,0
102,2024-01-15,4
102,2024-01-16,0
102,2024-01-17,0
102,2024-01-18,2
102,2024-01-19,2
102,2024-01-20,2
102,2024-01-21,3
102,2024-01-22,0
102,2024-01-23,0
102,2024-01-24,2
102,2024-01-25,0
102,2024-01-26,0
102,2024-01-27,0
102,2024-01-28,0
102,2024-01-29,2
102,2024-01-30,0
103,2024-01-01,0
103,2024-01-02,0
103,2024-01-03,0
103,2024-01-04,2
103,2024-01-05,0
103,2024-01-06,4
103,2024-01-07,2
103,2024-01-08,0
103,2024-01-09,2
103,2024-01-10,0
103,2024-01-11,2
103,2024-01-12,2
103,2024-01-13,3
103,2024-01-14,0
103,2024-01-15,2
103,2024-01-16,0
103,2024-01-17,2
103,2024-01-18,0
103,2024-01-19,0
103,2024-01-20,0
103,2024-01-21,2
103,2024-01-22,0
103,2024-01-23,2
103,2024-01-24,1
103,2024-01-25,4
103,2024-01-26,0
103,2024-01-27,4
103,2024-01-28,2
103,2024-01-29,0
103,2024-01-30,0
104,2024-01-01,0
104,2024-01-02,2
104,2024-01-03,4
104,2024-01-04,2
104,2024-01-05,0
104,2024-01-06,2
104,2024-01-07,0
104,2024-01-08,4
104,2024-01-09,0
104,2024-01-10,0
104,2024-01-11,0
104,2024-01-12,2
104,2024-01-13,0
104,2024-01-14,0
104,2024-01-15,0
104,2024-01-16,0
104,2024-01-17,0
104,2024-01-18,0
104,2024-01-19,0
104,2024-01-20,2
104,2024-01-21,2
104,2024-01-22,2
104,2024-01-23,0
104,2024-01-24,0
104,2024-01-25,0
104,2024-01-26,4
104,2024-01-27,2
104,2024-01-28,2
104,2024-01-29,0
104,2024-01-30,0
105,2024-01-01,3
105,2024-01-02,2
105,2024-01-03,0
105,2024-01-04,4
105,2024-01-05,0
105,2024-01-06,6
105,2024-01-07,0
105,2024-01-08,6
105,2024-01-09,2
105,2024-01-10,4
105,2024-01-11,6
105,2024-01-12,0
105,2024-01-13,0
105,2024-01-14,0
105,2024-01-15,2
105,2024-01-16,0
105,2024-01-17,2
105,2024-01-18,0
105,2024-01-19,2
105,2024-01-20,2
105,2024-01-21,0
105,2024-01-22,2
105,2024-01-23,0
105,2024-01-24,0
105,2024-01-25,2
105,2024-01-26,0
105,2024-01-27,0
105,2024-01-28,4
105,2024-01-29,2
105,2024-01-30,0
106,2024-01-01,0
106,2024-01-02,0
106,2024-01-03,0
106,2024-01-04,2
106,2024-01-05,0
106,2024-01-06,2
106,2024-01-07,0
106,2024-01-08,2
106,2024-01-09,4
106,2024-01-10,2
106,2024-01-11,4
106,2024-01-12,0
106,2024-01-13,0
106,2024-01-14,0
106,2024-01-15,0
106,2024-01-16,2
106,2024-01-17,0
106,2024-01-18,2
106,2024-01-19,2
106,2024-01-20,0
106,2024-01-21,0
106,2024-01-22,0
106,2024-01-23,0
106,2024-01-24,0
106,2024-01-25,2
106,2024-01-26,0
106,2024-01-27,4
106,2024-01-28,0
106,2024-01-29,4
106,2024-01-30,0
107,2024-01-01,6
107,2024-01-02,2
107,2024-01-03,6
107,2024-01-04,2
107,2024-01-05,2
107,2024-01-06,0
107,2024-01-07,2
107,2024-01-08,0
107,2024-01-09,4
107,2024-01-10,0
107,2024-01-11,6
107,2024-01-12,2
107,2024-01-13,0
107,2024-01-14,2
107,2024-01-15,0
107,2024-01-16,0
107,2024-01-17,2
107,2024-01-18,1
107,2024-01-19,4
107,2024-01-20,0
107,2024-01-21,0
107,2024-01-22,2
107,2024-01-23,2
107,2024-01-24,0
107,2024-01-25,0
107,2024-01-26,0
107,2024-01-27,0
107,2024-01-28,0
107,2024-01-29,2
107,2024-01-30,0
108,2024-01-01,0
108,2024-01-02,0
108,2024-01-03,0
108,2024-01-04,4
108,2024-01-05,0
108,2024-01-06,0
108,2024-01-07,2
108,2024-01-08,0
108,2024-01-09,0
108,2024-01-10,2
108,2024-01-11,0
108,2024-01-12,0
108,2024-01-13,2
108,2024-01-14,0
108,2024-01-15,0
108,2024-01-16,4
108,2024-01-17,0
108,2024-01-18,0
108,2024-01-19,0
108,2024-01-20,0
108,2024-01-21,0
108,2024-01-22,2
108,2024-01-23,0
108,2024-01-24,2
108,2024-01-25,0
108,2024-01-26,2
108,2024-01-27,0
108,2024-01-28,0
108,2024-01-29,0
108,2024-01-30,1
109,2024-01-01,0
109,2024-01-02,2
109,2024-01-03,2
109,2024-01-04,0
109,2024-01-05,2
109,2024-01-06,0
109,2024-01-07,4
109,2024-01-08,0
109,2024-01-09,2
109,2024-01-10,4
109,2024-01-11,4
109,2024-01-12,0
109,2024-01-13,2
109,2024-01-14,4
109,2024-01-15,0
109,2024-01-16,2
109,2024-01-17,2
109,2024-01-18,0
109,2024-01-19,2
109,2024-01-20,4
109,2024-01-21,0
109,2024-01-22,2
109,2024-01-23,5
109,2024-01-24,4
109,2024-01-25,2
109,2024-01-26,4
109,2024-01-27,0
109,2024-01-28,2
109,2024-01-29,0
109,2024-01-30,0
110,2024-01-01,0
110,2024-01-02,2
110,2024-01-03,4
110,2024-01-04,0
110,2024-01-05,0
110,2024-01-06,2
110,2024-01-07,0
110,2024-01-08,2
110,2024-01-09,6
110,2024-01-10,2
110,2024-01-11,0
110,2024-01-12,1
110,2024-01-13,0
110,2024-01-14,0
110,2024-01-15,0
110,2024-01-16,2
110,2024-01-17,0
110,2024-01-18,4
110,2024-01-19,2
110,2024-01-20,0
110,2024-01-21,0
110,2024-01-22,0
110,2024-01-23,2
110,2024-01-24,2
110,2024-01-25,4
110,2024-01-26,2
110,2024-01-27,0
110,2024-01-28,0
110,2024-01-29,2
110,2024-01-30,0
111,2024-01-01,0
111,2024-01-02,0
111,2024-01-03,2
111,2024-01-04,0
111,2024-01-05,0
111,2024-01-06,2
111,2024-01-07,2
111,2024-01-08,4
111,2024-01-09,2
111,2024-01-10,2
111,2024-01-11,2
111,2024-01-12,2
111,2024-01-13,0
111,2024-01-14,3
111,2024-01-15,0
111,2024-01-16,0
111,2024-01-17,2
111,2024-01-18,2
111,2024-01-19,0
111,2024-01-20,2
111,2024-01-21,2
111,2024-01-22,2
111,2024-01-23,2
111,2024-01-24,0
111,2024-01-25,0
111,2024-01-26,2
111,2024-01-27,0
111,2024-01-28,2
111,2024-01-29,2
111,2024-01-30,0
112,2024-01-01,0
112,2024-01-02,0
112,2024-01-03,1
112,2024-01-04,2
112,2024-01-05,4
112,2024-01-06,0
112,2024-01-07,2
112,2024-01-08,2
112,2024-01-09,0
112,2024-01-10,2
112,2024-01-11,2
112,2024-01-12,4
112,2024-01-13,4
112,2024-01-14,0
112,2024-01-15,4
112,2024-01-16,0
112,2024-01-17,2
112,2024-01-18,4
112,2024-01-19,2
112,2024-01-20,2
112,2024-01-21,2
112,2024-01-22,0
112,2024-01-23,0
112,2024-01-24,0
112,2024-01-25,0
112,2024-01-26,6
112,2024-01-27,0
112,2024-01-28,2
112,2024-01-29,2
112,2024-01-30,2
113,2024-01-01,4
113,2024-01-02,2
113,2024-01-03,0
113,2024-01-04,2
113,2024-01-05,0
113,2024-01-06,0
113,2024-01-07,0
113,2024-01-08,4
113,2024-01-09,0
113,2024-01-10,0
113,2024-01-11,2
113,2024-01-12,0
113,2024-01-13,4
113,2024-01-14,2
113,2024-01-15,0
113,2024-01-16,2
113,2024-01-17,0
113,2024-01-18,0
113,2024-01-19,0
113,2024-01-20,3
113,2024-01-21,0
113,2024-01-22,0
113,2024-01-23,0
113,2024-01-24,2
113,2024-01-25,2
113,2024-01-26,2
113,2024-01-27,4
113,2024-01-28,4
113,2024-01-29,0
113,2024-01-30,0
114,2024-01-01,3
114,2024-01-02,0
114,2024-01-03,4
114,2024-01-04,0
114,2024-01-05,0
114,2024-01-06,0
114,2024-01-07,0
114,2024-01-08,0
114,2024-01-09,2
114,2024-01-10,0
114,2024-01-11,4
114,2024-01-12,6
114,2024-01-13,0
114,2024-01-14,2
114,2024-01-15,4
114,2024-01-16,2
114,2024-01-17,2
114,2024-01-18,4
114,2024-01-19,2
114,2024-01-20,2
114,2024-01-21,0
114,2024-01-22,2
114,2024-01-23,0
114,2024-01-24,0
114,2024-01-25,0
114,2024-01-26,0
114,2024-01-27,0
114,2024-01-28,0
114,2024-01-29,4
114,2024-01-30,0
115,2024-01-01,0
115,2024-01-02,0
115,2024-01-03,1
115,2024-01-04,0
115,2024-01-05,0
115,2024-01-06,0
115,2024-01-07,6
115,2024-01-08,4
115,2024-01-09,0
115,2024-01-10,2
115,2024-01-11,2
115,2024-01-12,2
115,2024-01-13,0
115,2024-01-14,0
115,2024-01-15,4
115,2024-01-16,0
115,2024-01-17,0
115,2024-01-18,2
115,2024-01-19,0
115,2024-01-20,4
115,2024-01-21,0
115,2024-01-22,2
115,2024-01-23,2
115,2024-01-24,2
115,2024-01-25,4
115,2024-01-26,6
115,2024-01-27,2
115,2024-01-28,0
115,2024-01-29,0
115,2024-01-30,0
116,2024-01-01,2
116,2024-01-02,2
116,2024-01-03,0
116,2024-01-04,4
116,2024-01-05,5
116,2024-01-06,0
116,2024-01-07,2
116,2024-01-08,0
116,2024-01-09,6
116,2024-01-10,0
116,2024-01-11,4
116,2024-01-12,0
116,2024-01-13,2
116,2024-01-14,4
116,2024-01-15,0
116,2024-01-16,0
116,2024-01-17,2
116,2024-01-18,0
116,2024-01-19,2
116,2024-01-20,0
116,2024-01-21,2
116,2024-01-22,2
116,2024-01-23,2
116,2024-01-24,0
116,2024-01-25,2
116,2024-01-26,0
116,2024-01-27,2
116,2024-01-28,4
116,2024-01-29,6
116,2024-01-30,0
117,2024-01-01,0
117,2024-01-02,0
117,2024-01-03,2
117,2024-01-04,0
117,2024-01-05,3
117,2024-01-06,5
117,2024-01-07,0
117,2024-01-08,0
117,2024-01-09,2
117,2024-01-10,4
117,2024-01-11,3
117,2024-01-12,0
117,2024-01-13,2
117,2024-01-14,6
117,2024-01-15,4
117,2024-01-16,2
117,2024-01-17,0
117,2024-01-18,2
117,2024-01-19,2
117,2024-01-20,0
117,2024-01-21,0
117,2024-01-22,2
117,2024-01-23,0
117,2024-01-24,0
117,2024-01-25,0
117,2024-01-26,0
117,2024-01-27,4
117,2024-01-28,0
117,2024-01-29,2
117,2024-01-30,0
118,2024-01-01,0
118,2024-01-02,3
118,2024-01-03,0
118,2024-01-04,0
118,2024-01-05,0
118,2024-01-06,0
118,2024-01-07,0
118,2024-01-08,2
118,2024-01-09,0
118,2024-01-10,2
118,2024-01-11,0
118,2024-01-12,0
118,2024-01-13,2
118,2024-01-14,2
118,2024-01-15,2
118,2024-01-16,4
118,2024-01-17,0
118,2024-01-18,4
118,2024-01-19,2
118,2024-01-20,0
118,2024-01-21,0
118,2024-01-22,0
118,2024-01-23,0
118,2024-01-24,0
118,2024-01-25,3
118,2024-01-26,0
118,2024-01-27,2
118,2024-01-28,0
118,2024-01-29,0
118,2024-01-30,0
119,2024-01-01,2
119,2024-01-02,0
119,2024-01-03,6
119,2024-01-04,4
119,2024-01-05,4
119,2024-01-06,2
119,2024-01-07,2
119,2024-01-08,0
119,2024-01-09,0
119,2024-01-10,0
119,2024-01-11,0
119,2024-01-12,4
119,2024-01-13,2
119,2024-01-14,0
119,2024-01-15,0
119,2024-01-16,0
119,2024-01-17,2
119,2024-01-18,1
119,2024-01-19,0
119,2024-01-20,2
119,2024-01-21,1
119,2024-01-22,0
119,2024-01-23,0
119,2024-01-24,2
119,2024-01-25,0
119,2024-01-26,0
119,2024-01-27,0
119,2024-01-28,2
119,2024-01-29,0
119,2024-01-30,0
120,2024-01-01,0
120,2024-01-02,2
120,2024-01-03,0
120,2024-01-04,2
120,2024-01-05,2
120,2024-01-06,2
120,2024-01-07,0
120,2024-01-08,2
120,2024-01-09,2
120,2024-01-10,2
120,2024-01-11,0
120,2024-01-12,0
120,2024-01-13,0
120,2024-01-14,2
120,2024-01-15,2
120,2024-01-16,0
120,2024-01-17,4
120,2024-01-18,1
120,2024-01-19,3
120,2024-01-20,0
120,2024-01-21,0
120,2024-01-22,2
120,2024-01-23,0
120,2024-01-24,0
120,2024-01-25,4
120,2024-01-26,2
120,2024-01-27,0
120,2024-01-28,0
120,2024-01-29,2
120,2024-01-30,2
121,2024-01-01,2
121,2024-01-02,2
121,2024-01-03,2
121,2024-01-04,0
121,2024-01-05,2
121,2024-01-06,2
121,2024-01-07,0
121,2024-01-08,0
121,2024-01-09,0
121,2024-01-10,4
121,2024-01-11,0
121,2024-01-12,2
121,2024-01-13,0
121,2024-01-14,0
121,2024-01-15,0
121,2024-01-16,2
121,2024-01-17,2
121,2024-01-18,2
121,2024-01-19,0
121,2024-01-20,4
121,2024-01-21,4
121,2024-01-22,0
121,2024-01-23,2
121,2024-01-24,0
121,2024-01-25,0
121,2024-01-26,2
121,2024-01-27,0
121,2024-01-28,0
121,2024-01-29,0
121,2024-01-30,2
122,2024-01-01,2
122,2024-01-02,0
122,2024-01-03,0
122,2024-01-04,0
122,2024-01-05,2
122,2024-01-06,0
122,2024-01-07,4
122,2024-01-08,2
122,2024-01-09,0
122,2024-01-10,2
122,2024-01-11,0
122,2024-01-12,0
122,2024-01-13,4
122,2024-01-14,1
122,2024-01-15,2
122,2024-01-16,0
122,2024-01-17,2
122,2024-01-18,2
122,2024-01-19,4
122,2024-01-20,1
122,2024-01-21,4
122,2024-01-22,4
122,2024-01-23,2
122,2024-01-24,0
122,2024-01-25,2
122,2024-01-26,0
122,2024-01-27,0
122,2024-01-28,0
122,2024-01-29,4
122,2024-01-30,1
123,2024-01-01,2
123,2024-01-02,4
123,2024-01-03,0
123,2024-01-04,0
123,2024-01-05,2
123,2024-01-06,0
123,2024-01-07,0
123,2024-01-08,0
123,2024-01-09,0
123,2024-01-10,0
123,2024-01-11,4
123,2024-01-12,3
123,2024-01-13,0
123,2024-01-14,0
123,2024-01-15,1
123,2024-01-16,4
123,2024-01-17,3
123,2024-01-18,2
123,2024-01-19,0
123,2024-01-20,0
123,2024-01-21,4
123,2024-01-22,0
123,2024-01-23,2
123,2024-01-24,0
123,2024-01-25,2
123,2024-01-26,2
123,2024-01-27,0
123,2024-01-28,0
123,2024-01-29,0
123,2024-01-30,2
124,2024-01-01,2
124,2024-01-02,0
124,2024-01-03,2
124,2024-01-04,0
124,2024-01-05,1
124,2024-01-06,0
124,2024-01-07,0
124,2024-01-08,0
124,2024-01-09,0
124,2024-01-10,2
124,2024-01-11,2
124,2024-01-12,0
124,2024-01-13,0
124,2024-01-14,0
124,2024-01-15,2
124,2024-01-16,2
124,2024-01-17,0
124,2024-01-18,2
124,2024-01-19,2
124,2024-01-20,2
124,2024-01-21,0
124,2024-01-22,2
124,2024-01-23,2
124,2024-01-24,3
124,2024-01-25,2
124,2024-01-26,2
124,2024-01-27,4
124,2024-01-28,0
124,2024-01-29,1
124,2024-01-30,0
125,2024-01-01,4
125,2024-01-02,6
125,2024-01-03,0
125,2024-01-04,0
125,2024-01-05,4
125,2024-01-06,0
125,2024-01-07,2
125,2024-01-08,4
125,2024-01-09,0
125,2024-01-10,0
125,2024-01-11,2
125,2024-01-12,0
125,2024-01-13,0
125,2024-01-14,2
125,2024-01-15,2
125,2024-01-16,0
125,2024-01-17,0
125,2024-01-18,0
125,2024-01-19,0
125,2024-01-20,0
125,2024-01-21,0
125,2024-01-22,2
125,2024-01-23,2
125,2024-01-24,4
125,2024-01-25,0
125,2024-01-26,0
125,2024-01-27,2
125,2024-01-28,0
125,2024-01-29,2
125,2024-01-30,0
126,2024-01-01,0
126,2024-01-02,0
126,2024-01-03,0
126,2024-01-04,0
126,2024-01-05,0
126,2024-01-06,0
126,2024-01-07,4
126,2024-01-08,2
126,2024-01-09,0
126,2024-01-10,4
126,2024-01-11,4
126,2024-01-12,0
126,2024-01-13,4
126,2024-01-14,2
126,2024-01-15,2
126,2024-01-16,0
126,2024-01-17,0
126,2024-01-18,4
126,2024-01-19,0
126,2024-01-20,4
126,2024-01-21,2
126,2024-01-22,2
126,2024-01-23,1
126,2024-01-24,0
126,2024-01-25,4
126,2024-01-26,2
126,2024-01-27,4
126,2024-01-28,0
126,2024-01-29,3
126,2024-01-30,0
127,2024-01-01,2
127,2024-01-02,4
127,2024-01-03,0
127,2024-01-04,2
127,2024-01-05,2
127,2024-01-06,2
127,2024-01-07,0
127,2024-01-08,4
127,2024-01-09,2
127,2024-01-10,2
127,2024-01-11,2
127,2024-01-12,0
127,2024-01-13,2
127,2024-01-14,0
127,2024-01-15,2
127,2024-01-16,2
127,2024-01-17,2
127,2024-01-18,0
127,2024-01-19,4
127,2024-01-20,0
127,2024-01-21,0
127,2024-01-22,1
127,2024-01-23,2
127,2024-01-24,2
127,2024-01-25,0
127,2024-01-26,0
127,2024-01-27,0
127,2024-01-28,2
127,2024-01-29,0
127,2024-01-30,0
128,2024-01-01,0
128,2024-01-02,6
